ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gills_1	gills_2	gills_3	gills_4	gills_5	hemocyte_1	hemocyte_2	hemocyte_3	hemocyte_4	hemocyte_5	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	Expression
XM_027374884.1	33.5641473025844	-7.03368518852692	1.00694081277153	-6.98520220783112	2.84445996026421e-12	1.76256475657494e-11	169	72	106	46	60	0	0	0	0	2	82.1217071209278	59.687205281266	78.3653630068669	37.9028754117875	75.170736517572	0	0	0	0	2.39358568742366	Up_gills_Down_hemocyte
XM_027382884.1	307.707789569587	-2.44249192330473	0.349864659484514	-6.98124791141656	2.92569506305772e-12	1.81228906830313e-11	1677	648	663	563	232	76	78	75	86	61	814.90001681536	537.184847531394	490.15316673163	463.898236018182	290.660181201278	86.7386065399103	78.0795340929179	94.7102268710874	147.74871642769	73.0043634664216	Up_gills_Down_hemocyte
XM_027365513.1	7969.4361995109	2.23552009701301	0.320315491444943	6.97911951410336	2.97035718241044e-12	1.83933270203807e-11	4323	2728	3479	3682	3187	12501	14084	11134	3874	13914	2100.66354960811	2261.48188899019	2572.01035755556	3033.87798404786	3992.8189546917	14267.3594783608	14098.361002111	14060.0488797692	6655.56427256826	16652.1756274064	Down_gills_Up_hemocyte
XM_027373369.1	1508.73546592107	2.11245318452737	0.30270114590165	6.97867587595365	2.97975030337135e-12	1.84452583813085e-11	550	931	755	697	530	2009	2379	1833	1482	2270	267.259993588818	771.788723845258	558.168387454571	574.310960043824	664.008172571886	2292.86658603526	2381.425789834	2314.71794472938	2546.08834588182	2716.71975522585	Down_gills_Up_hemocyte
XM_027379764.1	2922.26793863318	2.13801754803276	0.306414654120828	6.97753034745419	3.00413941905735e-12	1.85899515621033e-11	2922	955	1424	972	1073	3798	4237	3403	4280	2997	1419.87945684823	791.684458939014	1052.75732945074	800.904236962119	1344.30333805591	4334.64773208657	4241.32033271402	4297.31869389747	7353.0756547734	3586.78815260435	Down_gills_Up_hemocyte
XM_027354645.1	3018.22004602346	-3.98126030794073	0.570611178851788	-6.97718596392034	3.01150978430635e-12	1.86229813627558e-11	8303	4962	10581	4839	6725	272	321	185	510	48	4034.65404866901	4113.44323063391	7822.48967901565	3987.21769820956	8425.38671801119	310.432907616521	321.327313382393	233.618559615349	876.184248582812	57.4460564981678	Up_gills_Down_hemocyte
XM_027358062.1	5585.2794572813	-6.55152915810553	0.938986696062132	-6.9772332085012	3.01049762533942e-12	1.86229813627558e-11	9485	14062	42167	2313	4722	25	17	14	289	26	4609.02007125444	11657.2427870161	31173.8892633071	1905.85545277097	5915.93696393291	28.5324363618126	17.0173343535847	17.6792423492696	496.50440753026	31.1166139365075	Up_gills_Down_hemocyte
XM_027365605.1	2155.9867568831	-2.10390167884894	0.301649679068005	-6.97465246888139	3.06627842835546e-12	1.89552697850058e-11	5667	3652	4348	4961	3520	891	935	703	244	674	2753.74978848697	3027.46769009977	3214.45847503639	4087.74271560604	4410.01654236422	1016.896031935	935.953389447157	887.750526538326	419.194032655306	806.638376661773	Up_gills_Down_hemocyte
XM_027375974.1	252.307533126739	3.63490423151635	0.521248618283592	6.97345585967335	3.09248496210356e-12	1.91108269681699e-11	137	28	48	22	35	226	284	219	642	346	66.5720347666693	23.2116909427145	35.4862021163171	18.1274621534636	43.849596301917	257.933224710786	284.28958567165	276.553862463575	1102.96134821601	414.090323924293	Down_gills_Up_hemocyte
XM_027360926.1	723.78651440463	-3.31590677463516	0.475539813131799	-6.97293198817013	3.10402710238248e-12	1.9175687321967e-11	1265	707	2369	2906	983	164	176	110	54	54	614.697985254282	586.095196303542	1751.39193361573	2394.47295536206	1231.54723327955	187.172782533491	176.179461542994	138.908332744261	92.7724498499447	64.6268135604387	Up_gills_Down_hemocyte
XM_027360938.1	9130.92309711842	5.70565688585232	0.81832058702766	6.97239807515616	3.11583394396388e-12	1.92421386434952e-11	429	27	83	435	852	10905	12914	9453	3192	39102	208.462794999278	22.3827019804747	61.3615578261316	358.429365307121	1067.42445854952	12445.8487410226	12927.1679907172	11937.2769948319	5483.88259113007	46796.9937748199	Down_gills_Up_hemocyte
XM_027379396.1	13338.8688918241	5.4615607857038	0.783729075625845	6.9686846584612	3.19917872792061e-12	1.9750185927119e-11	557	50	111	1470	1082	27195	31227	23972	3954	25958	270.661484416312	41.4494481119903	82.0618423939832	1211.24406207234	1355.57894853355	31037.5842743797	31258.8411681993	30271.9141140494	6793.00493901262	31066.3486370717	Down_gills_Up_hemocyte
XR_003477980.1	1920.83218478899	-3.19993342736663	0.459217815981486	-6.96822578742381	3.20962828936805e-12	1.98080226157261e-11	15511	3745	3002	2164	2137	272	333	311	373	175	7537.21774646575	3104.56366358807	2219.36622402466	1783.08309545887	2677.33106563419	310.432907616521	333.339549396688	392.731740758776	640.817107296841	209.43874764957	Up_gills_Down_hemocyte
XM_027382990.1	2829.03575050512	3.83349574103417	0.550299156781671	6.96620318928654	3.25608783256785e-12	2.00879789077915e-11	288	190	331	270	872	4194	4891	3676	3000	5811	139.947051188327	157.507902825563	244.706935427103	222.473399156144	1092.48137072205	4786.60152405768	4895.9871954931	4642.06391970823	5154.0249916636	6954.56321480944	Down_gills_Up_hemocyte
XM_027376051.1	129.757821273654	-2.49517578930068	0.358193278968921	-6.96600393084756	3.26070036863439e-12	2.01096643737758e-11	254	230	243	314	280	37	44	26	18	37	123.425524311927	190.667461315155	179.648898213855	258.728323463071	350.796770415336	42.2280058154826	44.0448653857486	32.8328786486436	30.9241499499816	44.2813352173377	Up_gills_Down_hemocyte
XM_027367977.1	48.4082256915607	-4.05370376252071	0.581986641676606	-6.96528661008897	3.2773583854124e-12	2.02055981480187e-11	87	80	211	106	84	11	6	2	2	2	42.2756717131403	66.3191169791844	155.99143013631	87.3414085575974	105.239031124601	12.5542719991975	6.00611800714753	2.52560604989566	3.43601666110906	2.39358568742366	Up_gills_Down_hemocyte
XR_003475652.1	86.5721393249016	-3.23542612498451	0.464530909846372	-6.96493184071329	3.2856278470195e-12	2.02497675886102e-11	131	353	241	160	93	16	13	12	8	19	63.6564712002458	292.633103670651	178.170306459009	131.836088388826	116.514641602237	18.2607592715601	13.013255682153	15.153636299374	13.7440666444363	22.7390640305247	Up_gills_Down_hemocyte
XM_027378965.1	493.767961052604	5.98248143534758	0.859048904107378	6.9640755104203	3.30567277935154e-12	2.03664567370741e-11	25	0	7	4	46	711	811	539	267	1752	12.1481815267645	0	5.17507114196291	3.29590220972066	57.6308979968052	811.46249012995	811.826950632775	680.650830446881	458.70822425806	2096.78106218312	Down_gills_Up_hemocyte
XM_027369214.1	1573.81255503492	-12.591308095362	1.80819014873758	-6.96348672408861	3.3195245739635e-12	2.04449239558767e-11	1130	4471	247	60	8978	0	0	2	0	0	549.097805009754	3706.40965017417	182.606081723548	49.4385331458098	11248.047874246	0	0	2.52560604989566	0	0	Up_gills_Down_hemocyte
XM_027380303.1	843.825494329625	-4.07585486904366	0.585552893276846	-6.96069461160807	3.38599056608807e-12	2.08472799537741e-11	2047	957	2976	2334	1638	38	65	38	163	32	994.693103411475	793.342436863493	2200.14453121166	1923.158939372	2052.16110692971	43.3693032699551	65.0662784107649	47.9865149480176	280.035357880389	38.2973709987785	Up_gills_Down_hemocyte
XM_027361794.1	483.107183834611	2.16304726655301	0.310760545945741	6.96049512968317	3.39078884702954e-12	2.08698098905348e-11	312	191	242	130	230	767	904	681	406	509	151.609305454021	158.336891787803	178.909602336432	107.116821815921	288.154489984026	875.37514758041	904.921779743562	859.968859989473	697.51138220514	609.167557449321	Down_gills_Up_hemocyte
XM_027353456.1	402.606807566035	-3.65829850799359	0.525689459655452	-6.95904861853483	3.42578283175767e-12	2.1078112433276e-11	1540	1515	629	258	838	80	65	53	10	45	748.327982048691	1255.9182777933	465.017106899238	212.585692526982	1049.88462002876	91.3037963578003	65.0662784107649	66.9285603222351	17.1800833055453	53.8556779670323	Up_gills_Down_hemocyte
XR_003477162.1	303.004280277385	3.46944461232496	0.498565746152378	6.95885074155212	3.4305973200942e-12	2.1100649444809e-11	102	14	62	111	42	608	643	520	121	482	49.564580629199	11.6058454713573	45.8363444002429	91.4612863197482	52.6195155623004	693.908852319282	643.655646432644	656.657572972872	207.879007997098	576.854150669102	Down_gills_Up_hemocyte
XM_027359620.1	328.885082895547	-6.33308118289605	0.910207543422289	-6.95784299818511	3.45521955099685e-12	2.12449623600387e-11	2926	126	586	60	989	10	8	2	11	0	1421.82316589251	104.452609242215	433.227384170038	49.4385331458098	1239.06430693131	11.412974544725	8.00815734286338	2.52560604989566	18.8980916360999	0	Up_gills_Down_hemocyte
XM_027381872.1	11415.7555133777	2.22201075008422	0.31941427550489	6.95651672603534	3.48788864627409e-12	2.14386392706072e-11	14238	4368	4621	2812	3093	16215	18200	14482	13397	13353	6918.6323431229	3621.02378706347	3416.28624957294	2317.01925343362	3875.05146748083	18506.1382242716	18218.5579550142	18287.9134072945	23016.1576044391	15980.7748420841	Down_gills_Up_hemocyte
XM_027354356.1	274.093029664212	-1.63514012214531	0.235097837233767	-6.95514744578202	3.52193485562891e-12	2.16406480079438e-11	930	523	659	430	276	134	108	126	74	101	451.912352795638	433.561227251418	487.195983221937	354.309487544971	345.785387980831	152.933858899315	108.110124128656	159.113181143427	127.132616461035	120.876077214895	Up_gills_Down_hemocyte
XM_027350688.1	715.758245065196	2.50630050676026	0.360404701831044	6.95412821760357	3.54748859808251e-12	2.17903565479939e-11	326	144	283	304	268	1032	1368	1098	381	1250	158.412287109009	119.374410562532	209.220733310786	250.48856793877	335.762623111821	1177.81897301562	1369.39490562964	1386.55772139272	654.561173941277	1495.99105463979	Down_gills_Up_hemocyte
XM_027374569.1	5160.44412138397	3.95558035250888	0.568852970748186	6.95360762079924	3.56061087552923e-12	2.18636303861669e-11	1915	245	1344	559	428	11878	13487	10353	3907	1368	930.550704950158	203.102295748752	993.613659256878	460.602333808462	536.217920492013	13556.3311642244	13500.7522603998	13073.7997172849	6712.25854747656	1637.21261019778	Down_gills_Up_hemocyte
XM_027353887.1	742.705419720355	3.4665585587744	0.498783548793577	6.950025852214	3.65219278795592e-12	2.24164807480832e-11	143	60	182	82	237	943	1040	862	1225	1252	69.4875983330927	49.7393377343883	134.551849691036	67.5659952992735	296.924409244409	1076.24349956757	1041.06045457224	1088.53620750503	2104.5602049293	1498.38464032721	Down_gills_Up_hemocyte
XM_027372966.1	41.39547976146	-7.34150976666145	1.05633369201271	-6.94999110808738	3.65309237099691e-12	2.24164807480832e-11	73	121	176	121	37	0	2	0	0	0	35.4726900581522	100.307664431016	130.116074426496	99.7010418440498	46.3552875191694	0	2.00203933571584	0	0	0	Up_gills_Down_hemocyte
XM_027368508.1	114.372742830389	-3.24371754405751	0.466779074688785	-6.94914943695835	3.67495113082875e-12	2.25430631302897e-11	247	112	279	344	266	24	32	16	6	15	120.024033484433	92.8467637708582	206.263549801093	283.447590035976	333.256931894569	27.3911389073401	32.0326293714535	20.2048483991653	10.3080499833272	17.9518926556774	Up_gills_Down_hemocyte
XM_027376958.1	694.425774107748	1.65368232338713	0.238294786781681	6.93964960677962	3.93073655269611e-12	2.41040447975404e-11	658	269	533	475	277	1021	1003	795	524	999	319.740137784441	222.998030842508	394.044702666604	391.388387404328	347.038233589457	1165.26470101643	1004.0227268615	1003.92840483353	900.236365210575	1195.59605086812	Down_gills_Up_hemocyte
XM_027354375.1	10120.9346381019	2.92650066587661	0.421713478777976	6.93954737789484	3.93358187160335e-12	2.4113422761254e-11	7989	1278	2859	2151	2344	11479	13679	10481	19256	13648	3882.07288869285	1059.44789374247	2113.64691355314	1772.37141327728	2936.67010661981	13100.9534798899	13692.9480366285	13235.4385044782	33081.9684131581	16333.828730979	Down_gills_Up_hemocyte
XM_027380434.1	79.3205729632277	-5.58117655040576	0.80436286026366	-6.9386303447381	3.95919596320589e-12	2.42623236233517e-11	181	104	305	109	230	0	8	6	0	0	87.9528342537747	86.2148520729397	225.485242614098	89.8133352148879	288.154489984026	0	8.00815734286338	7.57681814968699	0	0	Up_gills_Down_hemocyte
XM_027356016.1	6682.81425317429	-4.30407898310118	0.62031174182864	-6.93857409568458	3.96077239403071e-12	2.42638691326729e-11	9424	4416	9331	49726	5984	629	644	470	229	727	4579.37850832913	3660.81525725098	6898.36983223656	40973.0083201423	7497.02812201918	717.876098863205	644.656666100502	593.517421725481	393.423907696988	870.0683973785	Up_gills_Down_hemocyte
XM_027366601.1	14182.1247323874	4.04093442815383	0.582475727028531	6.93751557471492	3.990553421195e-12	2.44381384814692e-11	1365	1062	1681	1128	3519	16902	19577	15015	9243	50108	663.29071136134	880.386277898673	1242.75636994852	929.444423141225	4408.7636967556	19290.2095754943	19596.9620376545	18960.9874195917	15879.5509993155	59968.8958127123	Down_gills_Up_hemocyte
XM_027372879.1	161.289863981031	2.72815723890053	0.393284935992422	6.93684651820251	4.00949015185232e-12	2.45459031247545e-11	44	40	73	54	48	235	302	205	84	356	21.3807994871055	33.1595584895922	53.9685990518989	44.4946798312289	60.1365892140576	268.204901801038	302.307939693092	258.874620114305	144.312699766581	426.058252361411	Down_gills_Up_hemocyte
XM_027359318.1	560.258115873078	3.89411043525015	0.56138649550025	6.93659442552163	4.01664811853566e-12	2.45815108470036e-11	53	26	110	128	96	1219	1386	980	164	794	25.7541448367407	21.5537130182349	81.32254651656	105.468870711061	120.273178428115	1391.24159700198	1387.41325965108	1237.54696444887	281.753366210943	950.253517907192	Down_gills_Up_hemocyte
XM_027359261.1	206.829434561152	2.11398873050024	0.304859693344227	6.93430052136562	4.08235998329397e-12	2.49753195238382e-11	119	93	75	147	62	273	349	299	143	330	57.8253440673989	77.0959734883019	55.4471908067454	121.124406207234	77.6764277348244	311.574205070993	349.355864082415	377.578104459402	245.675191269298	394.941638424903	Down_gills_Up_hemocyte
XM_027366274.1	5693.51208859796	4.41446013102149	0.636666425026699	6.93370964369037	4.09945643507261e-12	2.50715421428022e-11	350	351	468	277	1211	7176	8206	6162	2961	20981	170.074541374703	290.975125746172	345.990470634091	228.241228023155	1517.19603204633	8189.95053329468	8214.36739444211	7781.39223972854	5087.02266677197	25109.9106539179	Down_gills_Up_hemocyte
XM_027382772.1	694.1369741193	-2.82887191125702	0.408089894174945	-6.93198227066193	4.14983978971006e-12	2.53712093649841e-11	4902	1200	1139	885	906	149	127	131	162	98	2382.01543376798	994.786754687766	842.058004385107	729.218363900695	1135.07812141534	170.053320716403	127.129497817956	165.427196268166	278.317349549834	117.285698683759	Up_gills_Down_hemocyte
XM_027382052.1	103.518801782795	-3.82583099670007	0.551927821837562	-6.93175963473363	4.15637755205477e-12	2.54027037646096e-11	252	186	379	223	180	4	22	2	17	9	122.453669789786	154.191946976604	280.19313754342	183.746548191927	225.512209552716	4.56518981789001	22.0224326928743	2.52560604989566	29.2061416194271	10.7711355934065	Up_gills_Down_hemocyte
XM_027380825.1	5206.67478329767	5.03731889211588	0.726817632743313	6.93065036562602	4.18910231718428e-12	2.55856405859225e-11	1500	50	168	64	472	5719	6562	4921	11439	9664	728.890891605868	41.4494481119903	124.20170740711	52.7344353555305	591.343127271566	6527.08014212825	6568.69106048368	6214.25368576828	19652.2972932133	11565.8060416311	Down_gills_Up_hemocyte
XM_027352825.1	87.5756693490135	-4.26569393462251	0.615648981454802	-6.92877607714467	4.24497094994356e-12	2.59182281625511e-11	144	237	301	160	170	14	16	6	0	2	69.9735255941633	196.470384050834	222.528059104405	131.836088388826	212.983753466454	15.978164362615	16.0163146857268	7.57681814968699	0	2.39358568742366	Up_gills_Down_hemocyte
XM_027382883.1	306.870944541387	-2.39108814340202	0.34529414784398	-6.92478618109224	4.36634507262465e-12	2.66504133130251e-11	1695	634	648	498	269	74	107	55	87	69	823.646707514631	525.579002060036	479.063728570281	410.339825110222	337.015468720448	84.4560116309652	107.109104460798	69.4541663721307	149.466724758244	82.5787062161162	Up_gills_Down_hemocyte
XM_027380490.1	686.333296989099	1.91568488573163	0.276666351432176	6.92417012699593	4.38538638876818e-12	2.67577205465865e-11	376	436	354	423	227	1018	1054	872	774	649	182.708650162538	361.439187536555	261.710740607838	348.541658677959	284.395953158147	1161.84080865301	1055.07472992225	1101.16423775451	1329.73844784921	776.718555568977	Down_gills_Up_hemocyte
XM_027382868.1	611.533601579271	2.95831887201076	0.427342847823622	6.9225889401845	4.43463190295284e-12	2.70491878687766e-11	73	193	237	173	148	850	932	749	534	1379	35.4726900581522	159.994869712282	175.213122949316	142.547770570418	185.421150076677	970.102836301628	932.950330443583	945.839465685926	917.41644851612	1650.37733147861	Down_gills_Up_hemocyte
XM_027357759.1	705.813934283097	-1.71442626871826	0.247730092886163	-6.92054101600838	4.49922023464706e-12	2.74340140963188e-11	1827	1491	1834	1099	818	345	368	250	194	198	887.789105975947	1236.02254269955	1355.86863919428	905.54913212075	1024.82770785623	393.747621793014	368.375237771715	315.700756236958	333.293616127579	236.964983054942	Up_gills_Down_hemocyte
XM_027377862.1	186.178222635052	-5.17068017695311	0.747255784943275	-6.91955857838641	4.53053120807028e-12	2.76157429559121e-11	462	308	754	544	261	6	26	13	0	0	224.498394614607	255.32860036986	557.429091577147	448.242700522009	326.992703851438	6.84778472683502	26.026511364306	16.4164393243218	0	0	Up_gills_Down_hemocyte
XM_027361514.1	56.5232030235191	4.49273953505574	0.649333053684471	6.91900637055647	4.54822412839765e-12	2.77143700381211e-11	1	0	8	12	7	107	103	88	65	77	0.485927261070579	0	5.91436701938618	9.88770662916197	8.76991926038339	122.118827628558	103.105025789366	111.126666195409	111.670541486045	92.1530489658108	Down_gills_Up_hemocyte
XM_027378691.1	2258.77799142073	2.08914693179063	0.301954950848589	6.91873713585244	4.55687504224181e-12	2.7757852858709e-11	1450	901	970	839	1150	2894	3354	2386	2864	3086	704.594528552339	746.919054978064	717.117001100574	691.315488488908	1440.77244992013	3302.91483324342	3357.41996599547	3013.04801752553	4920.37585870818	3693.3027156947	Down_gills_Up_hemocyte
XR_003476742.1	5692.63438422448	-4.49209741276002	0.649437676591248	-6.91690299881895	4.61623935072379e-12	2.81101208452349e-11	3398	20659	35923	7419	2440	528	639	415	127	365	1651.18083311783	17126.0829709121	26557.7258046762	6113.07462347939	3056.94328504793	602.605055961482	639.651567761212	524.06325535335	218.187057980426	436.829387954817	Up_gills_Down_hemocyte
XM_027356738.1	640.485026756748	-2.21259748049736	0.319918970716597	-6.91611840192312	4.64186479125843e-12	2.82567736113715e-11	1846	1474	1402	654	1257	214	213	170	111	228	897.021723936288	1221.92973034147	1036.49282014743	538.880011289327	1574.82693004313	244.237655257116	213.217189253737	214.676514241131	190.698924691553	272.868768366297	Up_gills_Down_hemocyte
XM_027376963.1	688.652348302624	1.622990055466	0.23469589246225	6.91528956233031	4.66908668814664e-12	2.84130439677552e-11	627	278	519	468	307	951	1046	842	495	962	304.676392691253	230.458931502666	383.694560382678	385.620558537317	384.623601848243	1085.37387920335	1047.06657257939	1063.28014700607	850.414123624494	1151.31471565078	Down_gills_Up_hemocyte
XM_027375871.1	316.011990271889	-2.62756764711392	0.380043961413312	-6.91385185372368	4.71667753061321e-12	2.86931216445637e-11	1684	712	686	583	257	96	65	60	83	41	818.301507642855	590.240141114741	507.156971912365	480.377747066786	321.981321416933	109.56455562936	65.0662784107649	75.7681814968699	142.594691436026	49.068506592185	Up_gills_Down_hemocyte
XM_027382534.1	189.592171758207	-2.31864552319487	0.335377449529109	-6.91354033030663	4.72705204602474e-12	2.87466892264558e-11	564	244	646	412	227	60	49	38	54	50	274.062975243806	202.273306786512	477.585136815434	339.477927601228	284.395953158147	68.4778472683502	49.0499637250382	47.9865149480176	92.7724498499447	59.8396421855914	Up_gills_Down_hemocyte
XM_027383444.1	428.165535182793	3.52335522499039	0.509643418757811	6.91337334165543	4.7326223948651e-12	2.87710153089294e-11	35	34	92	121	105	649	707	509	396	974	17.0074541374703	28.1856247161534	68.0152207229411	99.7010418440498	131.548788905751	740.702047952655	707.720905175551	642.766739698446	680.331298899595	1165.67622977532	Down_gills_Up_hemocyte
XM_027365606.1	2094.52874508638	-2.01320601490614	0.291240690722765	-6.91251627617699	4.76131350348904e-12	2.89358365918506e-11	5641	3549	4001	4748	3381	863	936	774	262	674	2741.11567969913	2942.08182698907	2957.92280557051	3912.23592293842	4235.87100276518	984.93970320977	936.954409115015	977.409541309622	450.118182605287	806.638376661773	Up_gills_Down_hemocyte
XM_027371649.1	82.7151324467528	-2.96120086897873	0.428411814003806	-6.91204297403532	4.77723076380626e-12	2.90229440600869e-11	121	168	241	207	149	22	12	14	8	21	58.79719858954	139.270145656287	178.170306459009	170.562939353044	186.673995685304	25.1085439983951	12.0122360142951	17.6792423492696	13.7440666444363	25.1326497179484	Up_gills_Down_hemocyte
XM_027381884.1	10859.2854009944	2.18054912675829	0.315576223185746	6.90973833435746	4.85548473958361e-12	2.94788094378365e-11	13781	4331	4517	2831	2925	15530	17710	13883	12565	12031	6696.56358481364	3590.3511954606	3339.39947832092	2332.67478892979	3664.57340523163	17724.349467958	17728.0583177638	17531.4943953507	21586.7746734177	14398.614702697	Down_gills_Up_hemocyte
XM_027370303.1	1724.11367003952	-2.57209742115339	0.372321686857216	-6.90826645867606	4.90611829391013e-12	2.97763516062654e-11	4614	5105	4199	2125	2736	378	423	310	524	282	2242.06838257965	4231.9886522342	3104.30338930032	1750.9480489141	3427.78558520128	431.410437790606	423.431319503901	391.468937733828	900.236365210575	337.495581926736	Up_gills_Down_hemocyte
XM_027377788.1	301.308512330631	-2.22602162156711	0.322235857052642	-6.90805064938337	4.91358566034399e-12	2.98117980312858e-11	1044	735	752	496	321	89	103	59	42	149	507.308060557684	609.306887246257	555.950499822301	408.691874005361	402.16344036901	101.575473448053	103.105025789366	74.5053784719221	72.1563498832904	178.322133713062	Up_gills_Down_hemocyte
XM_027368328.1	253.114788784381	2.77129420168998	0.401176879926608	6.90791104960226	4.918421981965e-12	2.98312631497996e-11	63	79	64	77	95	362	361	316	193	585	30.6134174474465	65.4901280169446	47.3149361550894	63.4461175371226	119.020332819489	413.149678519046	361.36810009671	399.045755883515	331.575607797025	700.12381357142	Down_gills_Up_hemocyte
XM_027361397.1	539.339745346734	-5.87896105915728	0.851071275364233	-6.90771881196586	4.92508953741539e-12	2.98618185288095e-11	127	3712	925	1302	326	16	33	15	0	16	61.7127621559635	3077.20702783416	683.848686616527	1072.81616926407	408.427668412141	18.2607592715601	33.0336490393114	18.9420453742175	0	19.1486854993893	Up_gills_Down_hemocyte
XM_027350966.1	302.87614022127	3.48553523358932	0.504701073729798	6.90613793989147	4.98025744899522e-12	3.01863239291894e-11	79	46	27	26	106	499	591	497	238	485	38.3882536245757	38.133492263031	19.9609886904284	21.4233643631843	132.801634514377	569.507429781779	591.602623704032	627.613103399072	408.885982671979	580.444529200237	Down_gills_Up_hemocyte
XM_027368448.1	2583.13454245857	4.68630162486157	0.678722046748244	6.90459614110612	5.03464510315176e-12	3.05058869791831e-11	257	45	114	103	508	3693	4003	3060	1567	8427	124.883306095139	37.3045033007912	84.2797300262531	84.8694819003069	636.445569182109	4214.81149936696	4007.08173043526	3864.17725634036	2692.11905397895	10085.3732939596	Down_gills_Up_hemocyte
XM_027351140.1	915.462864090484	-3.11535975385019	0.4512073789925	-6.90449646636204	5.03818114153276e-12	3.05070348668475e-11	3502	2919	1962	462	1800	198	221	158	105	100	1701.71726826917	2419.81878077799	1450.49851150446	380.676705222736	2255.12209552716	225.976895985556	221.225346596601	199.522877941757	180.390874708226	119.679284371183	Up_gills_Down_hemocyte
XM_027360305.1	155.332394193863	2.85802758388456	0.413939933299279	6.90445002757973	5.03982942432721e-12	3.05070348668475e-11	50	36	73	49	32	151	177	138	222	384	24.2963630535289	29.843602640633	53.9685990518989	40.374802069078	40.0910594760384	172.335915625348	177.180481210852	174.266817442801	381.397849383106	459.568451985342	Down_gills_Up_hemocyte
XM_027380953.1	1030.35925561607	-2.52376150290228	0.365522408642546	-6.90453291844643	5.03688769348251e-12	3.05070348668475e-11	2180	3465	2047	2027	1325	235	255	213	305	177	1059.32142913386	2872.44675416092	1513.33866108544	1670.19844477594	1660.02043142971	268.204901801038	255.26001530377	268.977044313888	523.992540819132	211.832333336994	Up_gills_Down_hemocyte
XM_027374931.1	3058.92900280207	-4.39301775866519	0.636523928397834	-6.90157520035839	5.14290338850756e-12	3.11206799166526e-11	1332	6152	17877	10462	1289	223	236	173	246	216	647.255111746011	5099.94009569928	13216.3924006958	8620.43222952438	1614.91798951917	254.509332347368	236.24064161447	218.464923315975	422.630049316415	258.507254241755	Up_gills_Down_hemocyte
XM_027381049.1	504.148399382138	4.25933941995477	0.617183809696992	6.90124943822797	5.15471279227771e-12	3.1181843015155e-11	99	18	25	38	111	838	982	734	170	1363	48.1067988459873	14.9218013203165	18.4823969355818	31.3110709923462	139.065862557508	956.407266847958	983.00131383648	926.897420311708	292.061416194271	1631.22864597922	Down_gills_Up_hemocyte
XM_027383391.1	297.239086589172	3.23798699039269	0.469776311589862	6.89261444331747	5.47761917977888e-12	3.31242297792371e-11	41	53	60	98	78	391	424	298	246	849	19.9230177038937	43.9364149987097	44.3577526453963	80.7496041381561	97.7219574728435	446.247304698749	424.432339171759	376.315301434454	422.630049316415	1016.07712431134	Down_gills_Up_hemocyte
XM_027383125.1	443.538091689514	-2.22521341359593	0.32288143850188	-6.89173531907121	5.51158534615403e-12	3.33186335524844e-11	1818	1258	896	653	419	114	136	100	142	123	883.415760626312	1042.86811449767	662.409106171252	538.056035736897	524.942310014378	130.107909809865	136.138674828677	126.280302494783	243.957182938744	147.205519776555	Up_gills_Down_hemocyte
XM_027361973.1	596.104622863602	3.15982259993359	0.458626541933294	6.88975083433608	5.58901939699394e-12	3.37755944627704e-11	173	67	184	161	154	935	1153	882	197	1409	84.0654161652101	55.5422604700669	136.030441445882	132.660063941256	192.938223728435	1067.11311993179	1154.17567704018	1113.79226800399	338.447641119243	1686.28111678997	Down_gills_Up_hemocyte
XR_003477500.1	52.6260466146203	-4.11536427751493	0.597407287520152	-6.88870786059186	5.63014238855783e-12	3.4012891192069e-11	125	151	102	73	141	6	9	7	2	0	60.7409076338223	125.177333298211	75.4081794971738	60.150215327402	176.651230816294	6.84778472683502	9.0091770107213	8.83962117463482	3.43601666110906	0	Up_gills_Down_hemocyte
XM_027380452.1	29882.8143765877	1.9173297390056	0.278334234349867	6.88858754110537	5.63490545433351e-12	3.40304458272092e-11	22448	23867	13844	10258	10514	39268	44089	35467	30179	42354	10908.0951565124	19785.4795617774	10234.8121270478	8452.34121682862	13172.4187290959	44816.4684422263	44133.9561361879	44787.8348858247	51847.7734078052	50688.9641025708	Down_gills_Up_hemocyte
XM_027355683.1	418.974003776125	5.04602081713729	0.732899164442297	6.88501373988751	5.77819576774285e-12	3.48728198459658e-11	12	4	8	42	60	636	728	527	248	1269	5.83112713284694	3.31595584895922	5.91436701938618	34.6069732020669	75.170736517572	725.865181044512	728.742318200567	665.497194147507	426.066065977524	1518.73011867031	Down_gills_Up_hemocyte
XM_027352741.1	274.94206987561	-3.45812495943203	0.502727472985274	-6.87872683562954	6.03898318015178e-12	3.64227415437528e-11	507	658	968	320	599	54	73	42	8	22	246.365121362783	545.474737153792	715.638409345728	263.672176777653	750.454519567093	61.6300625415152	73.0744357536283	53.0377270478089	13.7440666444363	26.3294425616602	Up_gills_Down_hemocyte
