ID	hemocytes_mean	gills_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027369122.1	1942.24294470815	27.6478791243131	3.03288968289235	0.965580139696152	6.13441104556178	0.0344198603038478	-6.13441104556178	1164	507	579	4169	4521	3072	0	25	39	83	32	45	1473.19571378211	1224.69195600887	1253.14196229708	2777.85347859441	2651.03524464175	2273.53931292466	5.40498686951234	11.944053276511	16.3390041415147	59.8874830102889	37.4522256381449	34.8595218099071	Up_hemocytes_Down_gills
XM_027369130.1	36.0685036745224	353.985428913079	-1.2227808402322	0.955080714015663	-3.29487849760511	0.0449192859843367	3.29487849760511	39	11	50	8	27	15	18	250	649	602	477	704	49.3596502040397	26.5712258700149	108.2160589203	5.33049360248387	15.8323272739056	11.1012661763899	194.579527302444	119.44053276511	271.89778686777	434.364635809565	558.272238418597	545.357852314991	Down_hemocytes_Up_gills
XM_027369132.1	0.969599499695039	7501.61594595324	-5.08557941189382	0.999170588217557	-12.917524829578	0.000829411782443112	12.917524829578	2	0	0	0	0	0	27	9010	4586	9136	14896	18674	2.53126411302768	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	291.869290953666	4304.63680085457	1921.29930751247	6591.95234677108	17434.0110345564	14465.9268950712	Down_hemocytes_Up_gills
XM_027369138.1	0.65319148556658	5541.86190426106	-5.16450053257592	0.993946520598888	-13.0505771554879	0.00605347940111223	13.0505771554879	0	0	0	0	0	0	21	5116	3205	6366	12287	13249	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	227.009448519518	2444.23106250521	1342.73098137319	4593.29779329517	14380.4842629964	10263.4178768769	Down_hemocytes_Up_gills
XM_027369176.1	18.6883939894067	161.114961046617	-1.24627448005965	0.95637624918246	-3.10787596841898	0.0436237508175397	3.10787596841898	11	6	13	41	28	16	0	157	292	251	312	281	13.9219526216522	14.493395929099	28.1361753192781	27.3187797127298	16.4187097655318	11.8413505881493	5.40498686951234	75.0086545764891	122.333056649289	181.105520910633	365.159199971912	217.678347301864	Down_hemocytes_Up_gills
XM_027369178.1	1.22689441368753	2874.46521714887	-4.68517637626903	0.996996382989423	-11.1940667617273	0.00300361701057705	11.1940667617273	0	0	0	4	0	2	73	1507	2807	7641	4112	5468	0.632816028256919	1.20778299409158	1.082160589203	2.66524680124194	0.293191245813067	1.48016882351866	789.128082948802	719.987531508084	1175.98934936491	5513.25611664599	4812.61099450161	4235.81922792382	Down_hemocytes_Up_gills
XM_027369283.1	507.812962672013	1980.48202578533	-1.20271791658854	0.952030134142278	-1.96348248038932	0.0479698658577217	1.96348248038932	428	205	258	721	798	680	452	4202	3309	1601	1041	1587	541.690520187923	495.19102757755	558.394864028749	480.410735923859	467.933228317655	503.257399996344	4886.10813003916	2007.55647471597	1386.3016590839	1155.17903975268	1218.3677152909	1229.37913582939	Down_hemocytes_Up_gills
XM_027369292.1	6.74191097401896	280.315111685254	-1.99977618225551	0.972708150924833	-5.37774813454027	0.0272918490751675	5.37774813454027	5	5	5	0	11	6	70	299	608	201	174	231	6.32816028256919	12.0778299409158	10.82160589203	0.333155850155242	6.45020740788748	4.44050647055597	756.698161731728	142.850877187072	254.720885077972	145.028723916483	203.646476907413	178.945545290856	Down_hemocytes_Up_gills
XM_027369299.1	798.633023659824	3076.9530070322	-1.28713705052372	0.955984426596172	-1.94589777609463	0.0440155734038276	1.94589777609463	515	299	403	1284	1524	1076	659	3719	6328	1602	4058	1297	651.800509104627	722.254230466768	872.22143489762	855.544223198661	893.646917238229	796.330827053038	7123.77269401727	1776.79736541378	2651.10815916679	1155.90057569256	4749.41036373724	1004.72888416554	Down_hemocytes_Up_gills
XM_027369351.1	775.547949803398	74.2316495072347	1.59109843410073	0.960937371818511	3.3851096489768	0.0390626281814894	-3.3851096489768	479	611	450	868	931	639	0	240	322	104	41	87	606.237755070128	1475.91081877992	973.944530282702	578.3585558695	545.922099703931	472.913939114211	5.40498686951234	114.662911454506	134.901521373531	75.0397377478319	47.9856640988731	67.3950754991537	Up_hemocytes_Down_gills
XM_027369372.1	162.206986235422	6143.65602654869	-2.61881662717689	0.994565883440257	-5.24318958142964	0.00543411655974313	5.24318958142964	305	81	135	37	82	36	65	12617	36065	11084	2754	4907	386.017777236721	195.660845042837	292.183359084811	24.6535329114879	48.083364313343	26.6430388233358	702.648293036604	6027.92480758958	15109.3893426597	7997.50435766316	3223.23216898284	3801.23718936031	Down_hemocytes_Up_gills
XM_027369411.1	0.7586608236094	180.766636488242	-2.99690144128067	0.992502454516144	-7.89645767294217	0.00749754548385639	7.89645767294217	1	0	0	0	0	0	10	602	929	122	67	172	1.26563205651384	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	108.099737390247	287.612802898385	389.203457627362	88.0273846657258	78.4155974298658	133.240838917867	Down_hemocytes_Up_gills
XM_027369419.1	161.527642990611	7368.02870999777	-3.65196647297684	0.995549908095736	-5.51142569659821	0.00445009190426426	5.51142569659821	103	79	43	307	287	246	87	13307	15345	10660	11090	12664	130.360101820925	190.82971306647	93.0658106714582	204.557691995319	168.291775096701	182.060765292795	940.467715295147	6357.58067802128	6428.76970644981	7691.57311915276	12979.5369477196	9810.24409334807	Down_hemocytes_Up_gills
XM_027369437.1	3.15022381561606	437.02560688302	-2.58610995131256	0.992856904694252	-7.11611967243462	0.00714309530574797	7.11611967243462	6	2	0	0	8	0	9	291	1250	583	675	841	7.59379233908303	4.83113197636634	1.082160589203	0.333155850155242	4.69105993300908	0.370042205879665	97.2897636512221	139.028780138588	523.686030176752	420.655452951788	790.007884554618	651.485729825152	Down_hemocytes_Up_gills
XM_027369464.1	10.8037967663815	493.96936070291	-2.50485758787362	0.992225983987127	-5.51481124761267	0.00777401601287264	5.51481124761267	5	6	6	24	13	10	13	1878	1047	441	584	627	6.32816028256919	14.493395929099	12.985927070436	15.9914808074516	7.62297239113975	7.40084411759329	140.529658607321	897.237282131507	438.639418876048	318.197349488402	683.503117896144	485.709337218039	Down_hemocytes_Up_gills
XM_027369469.1	1333.09420371726	55.7678489555612	2.15685726154334	0.957498451836172	4.57920129724182	0.0425015481638283	-4.57920129724182	1350	806	738	1273	1570	1320	0	31	47	147	93	103	1708.60327629368	1946.94618647563	1597.26902966363	848.214794495246	920.620511853031	976.911423522314	5.40498686951234	14.8106260628737	19.6905947346459	106.065783162801	108.845530760858	79.7895721426762	Up_hemocytes_Down_gills
XM_027369470.1	2078.41486213647	105.101851664576	2.34205807237231	0.963198625629387	4.30562366045995	0.0368013743706133	-4.30562366045995	2034	1350	1179	2149	2245	1804	7	53	106	268	160	135	2574.29560294915	3261.01408404728	2551.73466934068	1431.90384396723	1316.42869370067	1335.11227881383	75.6698161731728	25.3213929462033	44.4085753589886	193.371631888644	187.261128190724	104.578565429721	Up_hemocytes_Down_gills
XM_027369472.1	1014.44999183472	50.5118739635487	2.30904178405799	0.965468336218601	4.3279313717796	0.034531663781399	-4.3279313717796	1005	574	507	1157	1272	1100	6	49	60	100	64	55	1271.96021679641	1386.53487721714	1097.31083745184	770.92263725923	745.878529348443	814.092852935262	64.8598424341481	23.4103444219616	25.1369294484841	72.1535939882999	74.9044512762897	42.6060822121087	Up_hemocytes_Down_gills
XM_027369473.1	1267.49209875313	67.008624154633	2.25816520237286	0.971071955976141	4.24148615812342	0.0289280440238588	-4.24148615812342	1390	676	788	1287	1410	1112	4	78	99	162	60	120	1759.22855855423	1632.92260801182	1705.48508858393	857.543158299593	826.79931319285	822.973865876374	43.2398949560987	37.2654462227144	41.4759335899988	116.888822261046	70.2229230715216	92.9587248264189	Up_hemocytes_Down_gills
XM_027369474.1	1637.35231255407	66.0729676962113	2.36443909834682	0.963815763443691	4.63116082727867	0.0361842365563089	-4.63116082727867	1776	1015	894	1551	1842	1454	2	53	93	188	70	120	2247.76253236858	2451.79947800592	1934.90313349497	1033.44944718156	1080.11654957534	1076.08273469806	21.6199474780494	25.3213929462033	38.9622406451504	135.648756698004	81.9267435834419	92.9587248264189	Up_hemocytes_Down_gills
XM_027369475.1	1035.31541267496	51.6125608744435	2.21101962820759	0.963362367899773	4.32620433186213	0.0366376321002269	-4.32620433186213	1076	577	639	1122	1111	911	8	42	57	103	42	72	1361.82009280889	1393.78157518169	1383.00123300144	747.601727748363	651.470948196636	674.216899112749	86.4797899121975	20.0660095045385	23.8800829760599	74.3182018079489	49.1560461500651	55.7752348958513	Up_hemocytes_Down_gills
XM_027369476.1	1039.22596227073	53.8698152095094	2.3184409159039	0.964118596993787	4.26988845170028	0.035881403006213	-4.26988845170028	1065	542	666	1045	1226	975	6	57	93	110	56	61	1347.89814018724	1309.23676559528	1441.4379048184	696.295726824456	718.904934733641	721.582301465346	64.8598424341481	27.2324414704451	38.9622406451504	79.3689533871298	65.5413948667535	47.2540184534296	Up_hemocytes_Down_gills
XM_027369480.1	16.783861034829	148.647260082342	-1.30623451446483	0.955457851449399	-3.14674632811536	0.0445421485506015	3.14674632811536	29	7	12	16	9	7	12	430	371	168	97	215	36.7033296389013	16.9089619172822	25.9718541408721	10.6609872049677	5.27744242463521	5.1805908823153	129.719684868296	205.437716355989	155.43001375646	121.218037900344	113.527058965627	166.551048647334	Down_hemocytes_Up_gills
XM_027369481.1	9.10452755501456	1072.97877886799	-2.72418435345277	0.993291980782121	-6.88082167179424	0.00670801921787856	6.88082167179424	6	0	0	34	20	14	235	1256	1986	1258	634	1053	7.59379233908303	1.20778299409158	1.082160589203	22.6545978105565	11.7276498325227	10.3611817646306	2540.3438286708	600.069236611913	832.032364744824	907.692212372812	742.022220455745	815.712810351826	Down_hemocytes_Up_gills
XM_027369483.1	25.9258338484537	1974.00304245403	-2.66922393399902	0.994320159576745	-6.25059001218553	0.00567984042325531	6.25059001218553	14	16	5	44	54	37	30	899	2095	3243	4766	2962	17.7188487911937	38.6490558109307	10.82160589203	29.3177148136613	31.6646545478113	27.3831232350952	324.29921217074	429.508155823336	877.697786576236	2339.94105304056	5578.0408559812	2294.53119113211	Down_hemocytes_Up_gills
XM_027369484.1	79.9914810348159	6385.96096776782	-4.27382379491796	0.997715863375245	-6.31891356121834	0.00228413662475491	6.31891356121834	33	36	34	146	170	109	258	11693	15064	7240	9168	9908	41.7658578649567	86.9603755745941	73.5869200658042	97.2815082453307	99.6850235764429	80.6692008817669	2788.97322466837	5586.47259848973	6311.04508686607	5223.92020475291	10730.0626453285	7675.29204650132	Down_hemocytes_Up_gills
XM_027369485.1	84.7320411496531	6559.13441375171	-4.33546113462697	0.996415895242547	-6.27445400647616	0.00358410475745274	6.27445400647616	55	30	29	147	155	155	260	12192	15698	7667	9217	10099	69.6097631082611	72.4669796454951	62.7653141737741	97.9478199456412	90.8892862020509	114.713083822696	2810.59317214642	5824.87590188889	6576.65864137172	5532.01605108295	10787.4113658369	7823.25135018337	Down_hemocytes_Up_gills
XM_027369486.1	6.37048293495573	755.581733041634	-3.20800009668786	0.994528608299472	-6.89004126853314	0.00547139170052791	6.89004126853314	3	3	3	16	7	8	39	499	1720	1110	1032	1477	3.79689616954151	7.24669796454951	6.49296353521801	10.6609872049677	4.10467744138294	5.92067529407463	421.588975821963	238.40330339916	720.591977523211	800.904893270128	1207.83427683017	1144.16697140517	Down_hemocytes_Up_gills
XM_027369504.1	5.83512798914414	3340.7299498932	-3.69549425033285	0.996592118898614	-9.16118335013361	0.00340788110138612	9.16118335013361	12	2	0	8	14	0	60	1618	5395	3883	6050	8365	15.1875846781661	4.83113197636634	1.082160589203	5.33049360248387	8.20935488276588	0.370042205879665	648.598424341481	773.019128055793	2260.22890624286	2801.72405456568	7080.81140971176	6479.99777644162	Down_hemocytes_Up_gills
XM_027369511.1	0.838212588506412	95.4445372685518	-2.71107024141554	0.994236120675953	-6.83120262924924	0.00576387932404709	6.83120262924924	0	0	0	0	0	2	14	372	122	76	64	81	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	1.48016882351866	151.339632346346	177.727512754484	51.111756545251	54.8367314311079	74.9044512762897	62.7471392578327	Down_hemocytes_Up_gills
XM_027369512.1	7.49776591829325	693.566335172483	-2.7927590514347	0.992824869804019	-6.53142927834212	0.00717513019598082	6.53142927834212	2	5	0	21	16	8	58	727	1094	883	1069	1085	2.53126411302768	12.0778299409158	1.082160589203	13.9925457065202	9.38211986601815	5.92067529407463	626.978476863432	347.33306928094	458.330013610693	637.116234916688	1251.13841272428	840.501803638871	Down_hemocytes_Up_gills
XM_027369545.1	2588.53265639042	188.48779206226	2.02416020184335	0.957945495748938	3.77959152759177	0.0420545042510622	-3.77959152759177	2262	2297	942	2576	2864	2277	9	29	166	541	254	339	2862.8597118343	5548.55507485674	2038.79055005846	1716.41893999981	1679.39945601725	1685.17220557599	97.2897636512221	13.8551018007528	69.5455048074727	390.350943476702	297.277041002775	262.608397634633	Up_hemocytes_Down_gills
XM_027369546.1	2013.24009584063	156.34717778213	1.84927304412411	0.962900760890354	3.68669415348722	0.0370992391096463	-3.68669415348722	2212	1720	887	1613	1845	1417	8	35	108	468	224	245	2799.57810900861	4154.77349967505	1919.75288524613	1074.76077260081	1081.87569705022	1048.69961146297	86.4797899121975	16.7216745871154	45.2464730072714	337.678819865243	262.165579467014	189.790729853939	Up_hemocytes_Down_gills
XM_027369547.1	706.868850756807	53.6210270698714	1.83575569566493	0.965511296965339	3.72057181034215	0.0344887030346607	-3.72057181034215	624	406	255	967	1078	868	8	16	61	121	57	62	789.754403264635	980.719791202367	551.901900493531	644.323414200238	632.120325972973	642.393269407098	86.4797899121975	7.64419409696705	25.5558782726255	87.3058487258428	66.7117769179455	48.0286744936498	Up_hemocytes_Down_gills
XM_027369592.1	169.525075482243	938.429811372103	-1.20284981035533	0.952056139158348	-2.4687501576859	0.0479438608416518	2.4687501576859	318	50	115	125	142	106	159	1200	1563	860	950	1228	402.470993971401	120.778299409158	248.89693551669	83.2889625388105	83.2663138109111	78.4489476464889	1718.78582450492	573.314557272529	654.817012133011	620.520908299379	1111.86294863243	951.277617390353	Down_hemocytes_Up_gills
XM_027369593.1	185.209981508536	1136.8668892084	-1.29256809984245	0.955853689290629	-2.61782958837218	0.0441463107093709	2.61782958837218	358	81	94	109	169	118	211	1446	1736	1002	1069	1482	453.096276231954	195.660845042837	203.446190770164	72.6279753338428	99.0986410848167	87.3299605876008	2280.90445893421	690.844041513397	727.295158709473	722.979011762765	1251.13841272428	1148.04025160627	Down_hemocytes_Up_gills
XM_027369607.1	13823.8082057708	3859.2709287611	1.9246632528955	0.965108575819004	1.84075487381085	0.0348914241809956	-1.84075487381085	8755	9593	11070	12456	14182	10965	147	9451	12416	5731	3370	4867	11080.6086547787	23172.5245246411	23959.0354449545	8299.57853906739	8316.07649624184	8115.02557494104	1589.06613963663	4515.32990065222	5201.66860053964	4135.12247146946	3944.18751251713	3770.25094775151	Up_hemocytes_Down_gills
XM_027369610.1	3488.33989265658	660.874067675631	1.83682026764661	0.965300967687404	2.40009332709726	0.0346990323125963	-2.40009332709726	2773	2738	1683	3780	4079	3045	43	1435	1336	1225	564	918	3509.59769271287	6613.81967564552	3642.5525432573	2518.65822717363	2391.854183343	2253.55703380716	464.828870778061	685.588658071732	559.715629052913	883.881526356673	660.095476872303	711.134244922104	Up_hemocytes_Down_gills
XM_027369619.1	1111.44791549232	130.55922333401	1.71328705324326	0.966554290160478	3.08966405727945	0.0334457098395218	-3.08966405727945	1021	777	588	1099	1326	969	5	441	321	206	92	165	1292.21032970063	1876.89477281832	1272.62085290273	732.276558641222	777.543183896254	717.14179499479	54.0498686951234	210.693099797654	134.48257254939	148.636403615898	107.675148709666	127.818246636326	Up_hemocytes_Down_gills
XM_027369622.1	508.144655501655	56.235317462763	1.62911325577679	0.962952548043285	3.17569087716967	0.0370474519567154	-3.17569087716967	327	265	250	729	828	652	0	137	125	119	60	75	413.861682480025	640.12498686854	541.080294601501	485.741229526343	485.524703066439	482.535036467083	5.40498686951234	65.4534119552803	52.3686030176752	85.8627768460768	70.2229230715216	58.0992030165118	Up_hemocytes_Down_gills
XM_027369623.1	852.754966341029	105.145846008533	1.61768276503843	0.961830415937272	3.01973939722566	0.0381695840627281	-3.01973939722566	476	462	316	1268	1513	1327	0	197	244	212	138	148	602.440858900587	1115.99148654062	683.925492376297	844.883235993694	887.196709830342	982.09201440463	5.40498686951234	94.1191398189068	102.223513090502	152.965619255196	161.5127230645	114.649093952583	Up_hemocytes_Down_gills
XM_027369626.1	493.963413070168	66.3830430784464	1.66566618082811	0.965689428776719	2.89551751717271	0.0343105712232811	-2.89551751717271	305	285	214	681	819	665	4	133	148	115	61	97	386.017777236721	688.436306632203	463.164732178885	453.75826791144	480.247260641804	492.156133819954	43.2398949560987	63.5423634310386	62.0044259729274	82.9766330865448	71.3933051227136	75.1416359013553	Up_hemocytes_Down_gills
XM_027369627.1	478.976640753346	65.4268857733752	1.58289180144984	0.960936084491145	2.87199979156112	0.0390639155088552	-2.87199979156112	373	238	215	701	782	589	2	136	146	113	70	105	472.080757079662	574.904705187594	465.329053357291	467.084501917649	458.551108451637	435.909718526245	21.6199474780494	64.9756498242199	61.1665283246446	81.5335612067788	81.9267435834419	81.3388842231165	Up_hemocytes_Down_gills
XM_027369628.1	44.5577035420319	749.291172886537	-1.87159789716528	0.970861122554237	-4.07177967103618	0.0291388774457628	4.07177967103618	28	41	22	36	54	40	10	1227	2710	1354	690	1138	35.4376975823875	99.03820551551	47.6150659249321	23.9872212111774	31.6646545478113	29.6033764703732	108.099737390247	586.21413481116	1135.3513134232	976.95966260158	807.563615322498	881.558573770539	Down_hemocytes_Up_gills
XM_027369629.1	42.8117728470007	770.600193881927	-2.24487643276637	0.987257584123933	-4.16990306470433	0.0127424158760671	4.16990306470433	26	26	26	47	51	59	46	1074	2571	1351	645	1041	32.9064334693598	62.8047156927624	56.2723506385561	31.3166499145927	29.9055070729329	43.6649802938004	497.258791995135	513.116528758913	1077.11742686754	974.795054781931	754.896423018857	806.416937869184	Down_hemocytes_Up_gills
XM_027369630.1	1.80335021914774	870.202114971323	-2.8080363780055	0.993233605637863	-8.91452711085178	0.00676639436213677	8.91452711085178	0	0	0	5	4	3	322	1872	717	388	90	207	0.632816028256919	1.20778299409158	1.082160589203	3.33155850155242	2.34552996650454	2.22025323527799	3480.81154396595	894.370709345144	300.386306909385	279.955944674603	105.334384607282	160.353800325573	Down_hemocytes_Up_gills
XM_027369636.1	35.8709940705627	670.866891190922	-1.94877358933734	0.972456420796807	-4.22513691368766	0.0275435792031934	4.22513691368766	31	2	7	71	68	93	53	814	1842	756	521	1467	39.234593751929	4.83113197636634	15.150248248842	47.3081307220444	39.8740094305772	68.8278502936176	572.928608168308	388.898374683198	771.703734068462	545.481170551547	609.769048671046	1136.42041100297	Down_hemocytes_Up_gills
XM_027369641.1	0.65319148556658	2277.37806732271	-4.97257962215718	0.998882025493072	-11.7675802072663	0.00111797450692797	11.7675802072663	0	0	0	0	0	0	32	3154	11261	3632	2886	1414	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	0.370042205879665	345.91915964879	1506.86176136463	4717.78270865632	2620.61853365505	3377.72259974019	1095.3636408713	Down_hemocytes_Up_gills
XM_027369644.1	168.344532327029	1237.69148763423	-1.34536413924582	0.953838063093415	-2.87816297726709	0.0461619369065852	2.87816297726709	56	8	15	496	508	350	10	567	3836	2575	1304	2654	70.8753951647749	19.3245279054654	32.4648176760901	330.490603354	297.882305746076	259.029544115765	108.099737390247	270.89112831127	1607.08768940642	1857.95504519872	1526.1781947544	2055.9371307443	Down_hemocytes_Up_gills
XM_027369648.1	11.8037388263852	5346.58882836519	-3.41521723404871	0.995994603156619	-8.82323101774874	0.0040053968433813	8.82323101774874	41	0	0	4	15	7	22	5570	18621	7034	7317	9992	51.8909143170674	1.20778299409158	1.082160589203	2.66524680124194	8.79573737439202	5.1805908823153	237.819422258543	2661.13507000665	7801.24605433704	5075.28380113701	8563.68546857206	7740.36315387981	Down_hemocytes_Up_gills
XM_027369673.1	1.41896039561477	458.794779626632	-3.29818981825857	0.992374376131969	-8.33687084246762	0.00762562386803134	8.33687084246762	0	0	0	2	6	1	17	1390	1980	438	300	527	0.632816028256919	1.20778299409158	1.082160589203	1.33262340062097	3.51829494975681	0.740084411759329	183.76955356342	664.089362174012	829.518671799975	316.032741668753	351.114615357608	408.243733196023	Down_hemocytes_Up_gills
XM_027369689.1	4.24650834875204	11711.5762336558	-4.09104742463286	0.99769404911678	-11.429370551062	0.00230595088321961	11.429370551062	4	0	4	10	6	0	550	38715	98893	2011	2128	587	5.06252822605535	1.20778299409158	8.65728471362402	6.66311700310484	3.51829494975681	0.370042205879665	5945.48555646358	18496.5609040049	41431.1060658156	1451.00877510471	2490.57300493663	454.723095609232	Down_hemocytes_Up_gills
XM_027369690.1	4.9155873004728	1491.79488678416	-2.73957445575137	0.992435588802313	-8.24546967563305	0.00756441119768669	8.24546967563305	0	4	7	2	4	0	93	2117	11205	980	1007	457	0.632816028256919	9.66226395273268	15.150248248842	1.33262340062097	2.34552996650454	0.370042205879665	1005.3275577293	1011.42243145495	4694.32157450441	707.105221085339	1178.57472555037	354.017810380612	Down_hemocytes_Up_gills
XM_027369692.1	9.64121544143552	307.636996118581	-2.1194139699818	0.973173342702121	-4.99587016607082	0.0268266572978793	4.99587016607082	6	0	1	23	21	26	34	531	694	516	219	394	7.59379233908303	1.20778299409158	2.164321178406	15.3251691071411	12.3140323241488	19.2421947057426	367.539107126839	253.691691593094	290.750483954133	372.312544979627	256.313669211054	305.214479846742	Down_hemocytes_Up_gills
XM_027369693.1	1.08490739242619	116.383009930747	-2.48440129498469	0.991694162186107	-6.74516475321367	0.00830583781389282	6.74516475321367	0	0	0	0	0	4	17	135	325	89	118	144	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	0.293191245813067	2.96033764703732	183.76955356342	64.4978876931595	136.158367845956	64.2166986495869	138.105082040659	111.550469791703	Down_hemocytes_Up_gills
XM_027369725.1	18.8419426890278	1964.35673442648	-3.2429717669743	0.993916583177036	-6.70396542099312	0.00608341682296365	6.70396542099312	11	2	0	46	60	37	54	5072	4990	3467	1621	2956	13.9219526216522	4.83113197636634	1.082160589203	30.6503382142823	35.1829494975681	27.3831232350952	583.738581907333	2423.20952873855	2090.55463246559	2501.56510357436	1897.18930498227	2289.88325489079	Down_hemocytes_Up_gills
XM_027369726.1	1.18026904195499	176.116071685059	-2.84254081337613	0.993370016203823	-7.22126700087838	0.00662998379617685	7.22126700087838	0	0	0	0	4	2	34	256	558	213	99	82	0.632816028256919	1.20778299409158	1.082160589203	0.333155850155242	2.34552996650454	1.48016882351866	367.539107126839	122.307105551473	233.773443870902	153.687155195079	115.867823068011	63.5217952980529	Down_hemocytes_Up_gills
XM_027369737.1	1180.22201378754	26.0805533642609	2.56709018799705	0.963748698265516	5.4999399826917	0.0362513017344841	-5.4999399826917	1079	598	587	1528	1729	1309	2	13	14	66	49	23	1365.61698897843	1444.50846093354	1270.45653172432	1018.12427807442	1013.85532802159	968.770494992962	21.6199474780494	6.21090770378573	5.86528353797962	47.6213720322779	57.3487205084093	17.8170889250636	Up_hemocytes_Down_gills
XM_027369738.1	1075.34431098889	22.9725030529868	2.52562174731223	0.968504381585585	5.54874679599035	0.0314956184144146	-5.54874679599035	1027	605	506	1276	1524	1151	1	10	15	48	45	37	1299.80412203971	1461.41742285082	1095.14651627344	850.213729596178	893.646917238229	851.837157934988	10.8099737390247	4.7776213106044	6.28423236212102	34.6337251143839	52.6671923036412	28.6622734881458	Up_hemocytes_Down_gills
XM_027369739.1	1088.74392423911	16.0807238230831	2.68685250219994	0.957322290661938	6.0811885112809	0.0426777093380624	-6.0811885112809	1067	567	518	1380	1507	1200	0	0	17	53	19	30	1350.42940430027	1369.62591529986	1121.11837041431	919.510146428468	883.678414880585	888.101294111195	5.40498686951234	0.23888106553022	7.12213001040383	38.2414048137989	22.2372589726485	23.2396812066047	Up_hemocytes_Down_gills
XM_027369740.1	853.373487737474	14.754700982463	2.55113594890923	0.965693061744588	5.85393070152727	0.0343069382554124	-5.85393070152727	880	438	420	1005	1161	931	0	4	24	49	20	16	1113.75620973218	1058.01790282423	909.014894930522	669.643258812036	680.790072777942	689.018587347935	5.40498686951234	1.91104852424176	10.0547717793936	35.3552610542669	23.4076410238405	12.3944966435225	Up_hemocytes_Down_gills
XM_027369741.1	959.629579603163	19.4295951992913	2.45627943248133	0.967104806269259	5.62614987901538	0.0328951937307411	-5.62614987901538	926	445	459	1199	1420	1197	0	10	10	64	30	27	1171.97528433181	1074.92686474151	993.423420888356	798.90772867227	832.663138109111	885.881040875917	5.40498686951234	4.7776213106044	4.18948824141402	46.1783001525119	35.1114615357608	20.9157130859442	Up_hemocytes_Down_gills
XM_027369742.1	978.8773203738	18.9904089782118	2.77117096123556	0.957064676844053	5.6877851818378	0.0429353231559474	-5.6877851818378	920	485	472	1297	1485	1055	3	8	15	44	18	24	1164.38149199273	1171.54950426884	1021.55959620763	864.206275302698	870.77800006481	780.789054406092	32.429921217074	3.82209704848352	6.28423236212102	31.7475813548519	21.0668769214565	18.5917449652838	Up_hemocytes_Down_gills
XM_027369744.1	763.467076360426	11.1301899861362	2.65572285785621	0.954950217570146	6.10001581979672	0.045049782429854	-6.10001581979672	789	417	418	820	994	731	0	2	11	31	16	19	998.583692589418	1007.29101707238	904.68625257371	546.375594254597	582.864196676378	541.00170499607	5.40498686951234	0.955524262120881	4.60843706555542	22.367614136373	18.7261128190724	14.718464764183	Up_hemocytes_Down_gills
XM_027369751.1	38719.5282490896	2087.66370950675	2.76221004028756	0.954695955821156	4.2131001354457	0.0453040441788437	-4.2131001354457	34083	16109	38129	33706	38123	30985	931	1175	1193	628	484	492	43136.5373821611	38912.3525036427	82523.4022114425	22458.7021706652	22354.6597282631	22931.5154983628	10064.085551032	561.370503996018	499.805947200692	453.124570246523	566.464912776941	381.130771788317	Up_hemocytes_Down_gills
XM_027369757.1	18.7619428874851	294.263511313192	-1.62246705655655	0.965736271068836	-3.97122752056474	0.0342637289311636	3.97122752056474	16	2	6	50	45	20	62	527	387	229	312	195	20.2501129042214	4.83113197636634	12.985927070436	33.3155850155242	26.3872121231761	14.8016882351866	670.21837181953	251.780643068852	162.133194942722	165.231730233207	365.159199971912	151.057927842931	Down_hemocytes_Up_gills
XM_027369777.1	1.39808094041034	11051.7194044981	-7.04944410225895	0.999999999999998	-12.9485353318221	1.55431223447522e-15	12.9485353318221	0	0	0	2	2	4	521	23984	45715	10528	7918	17045	0.632816028256919	1.20778299409158	1.082160589203	1.33262340062097	1.17276498325227	2.96033764703732	5631.99631803186	11458.6469513536	19152.2454956242	7596.33037508821	9267.08508133847	13204.0122055526	Down_hemocytes_Up_gills
XM_027369804.1	2730.23583353705	134.208065294244	1.59091912930055	0.960937374837009	4.34648229562233	0.0390626251629912	-4.34648229562233	3711	2560	2392	148	182	160	0	11	31	104	55	829	4696.76056172285	6183.84892974891	5177.05625874716	98.6141316459516	106.721613475956	118.413505881493	5.40498686951234	5.25538344166484	12.9874135483835	75.0397377478319	64.3710128155615	642.18985734251	Up_hemocytes_Down_gills
